Timestamp,Pos_X,Pos_Y,Target_X,Target_Y,IR_Detected,Vision_Detected,High_Threat,Blocked_WP,Current_Waypoint_Index
2.35,-0.032,-0.007,0.1,0.0,0,0,0,0,1
2.39,-0.03,-0.007,0.1,0.0,0,0,0,0,1
2.42,-0.028,-0.006,0.1,0.0,0,0,0,0,1
2.45,-0.027,-0.006,0.1,0.0,1,0,0,0,1
2.49,-0.025,-0.006,0.1,0.0,0,0,0,0,1
2.52,-0.023,-0.005,0.1,0.0,0,0,0,0,1
2.56,-0.022,-0.005,0.1,0.0,0,0,0,0,1
2.59,-0.02,-0.005,0.1,0.0,0,0,0,0,1
2.62,-0.019,-0.004,0.1,0.0,0,0,0,0,1
2.65,-0.017,-0.004,0.1,0.0,0,0,0,0,1
2.68,-0.015,-0.004,0.1,0.0,0,0,0,0,1
2.72,-0.013,-0.003,0.1,0.0,0,0,0,0,1
2.75,-0.012,-0.003,0.1,0.0,0,0,0,0,1
2.78,-0.01,-0.003,0.1,0.0,0,0,0,0,1
2.82,-0.008,-0.002,0.1,0.0,0,0,0,0,1
2.85,-0.006,-0.002,0.1,0.0,0,0,0,0,1
2.89,-0.005,-0.002,0.1,0.0,0,0,0,0,1
2.92,-0.003,-0.002,0.1,0.0,0,0,0,0,1
2.94,-0.001,-0.001,0.1,0.0,0,0,0,0,1
2.98,0.001,-0.001,0.1,0.0,0,0,0,0,1
3.01,0.002,-0.001,0.1,0.0,0,0,0,0,1
3.04,0.004,-0.001,0.1,0.0,0,0,0,0,1
3.07,0.006,-0.001,0.1,0.0,0,0,0,0,1
3.11,0.008,-0.0,0.1,0.0,0,0,0,0,1
3.14,0.009,-0.0,0.1,0.0,0,0,0,0,1
3.17,0.011,-0.0,0.1,0.0,0,0,0,0,1
3.2,0.013,0.0,0.1,0.0,0,0,0,0,1
3.24,0.015,0.0,0.1,0.0,0,0,0,0,1
3.27,0.017,0.0,0.1,0.0,0,0,0,0,1
3.3,0.018,0.001,0.1,0.0,0,0,0,0,1
3.33,0.02,0.001,0.1,0.0,0,0,0,0,1
3.36,0.022,0.001,0.1,0.0,0,0,0,0,1
3.39,0.024,0.001,0.1,0.0,0,0,0,0,1
3.43,0.026,0.001,0.1,0.0,0,0,0,0,1
3.46,0.028,0.001,0.1,0.0,0,0,0,0,1
3.5,0.029,0.001,0.1,0.0,0,0,0,0,1
3.53,0.031,0.001,0.1,0.0,0,0,0,0,1
3.56,0.033,0.001,0.1,0.0,0,0,0,0,1
3.59,0.035,0.001,0.1,0.0,0,0,0,0,1
3.62,0.037,0.002,0.1,0.0,0,0,0,0,1
3.65,0.039,0.002,0.1,0.0,0,0,0,0,1
3.68,0.041,0.002,0.1,0.0,0,0,0,0,1
3.72,0.042,0.002,0.1,0.0,0,0,0,0,1
3.75,0.044,0.002,0.1,0.0,0,0,0,0,1
3.78,0.046,0.002,0.1,0.0,0,0,0,0,1
3.82,0.048,0.002,0.1,0.0,0,0,0,0,1
3.85,0.05,0.002,0.1,0.0,0,0,0,0,1
3.91,0.053,0.002,0.2,0.0,0,0,0,0,2
3.94,0.055,0.002,0.2,0.0,0,0,0,0,2
3.98,0.057,0.002,0.2,0.0,0,0,0,0,2
4.01,0.059,0.002,0.2,0.0,0,0,0,0,2
4.04,0.061,0.002,0.2,0.0,0,0,0,0,2
4.08,0.063,0.002,0.2,0.0,0,0,0,0,2
4.11,0.065,0.002,0.2,0.0,0,0,0,0,2
4.14,0.067,0.002,0.2,0.0,0,0,0,0,2
4.17,0.069,0.002,0.2,0.0,0,0,0,0,2
4.2,0.071,0.002,0.2,0.0,0,0,0,0,2
4.24,0.072,0.002,0.2,0.0,0,0,0,0,2
4.27,0.074,0.002,0.2,0.0,0,0,0,0,2
4.3,0.076,0.002,0.2,0.0,0,0,0,0,2
4.34,0.078,0.002,0.2,0.0,0,0,0,0,2
4.37,0.08,0.002,0.2,0.0,0,0,0,0,2
4.4,0.082,0.002,0.2,0.0,0,0,0,0,2
4.43,0.084,0.002,0.2,0.0,0,0,0,0,2
4.46,0.086,0.002,0.2,0.0,0,0,0,0,2
4.5,0.088,0.002,0.2,0.0,0,0,0,0,2
4.53,0.09,0.002,0.2,0.0,0,0,0,0,2
4.56,0.092,0.002,0.2,0.0,0,0,0,0,2
4.6,0.093,0.002,0.2,0.0,0,0,0,0,2
4.63,0.095,0.002,0.2,0.0,0,0,0,0,2
4.66,0.097,0.002,0.2,0.0,0,0,0,0,2
4.69,0.099,0.002,0.2,0.0,0,0,0,0,2
4.73,0.101,0.002,0.2,0.0,0,0,0,0,2
4.76,0.103,0.002,0.2,0.0,0,0,0,0,2
4.79,0.105,0.002,0.2,0.0,0,0,0,0,2
4.82,0.107,0.002,0.2,0.0,0,0,0,0,2
4.85,0.109,0.002,0.2,0.0,0,0,0,0,2
4.89,0.111,0.002,0.2,0.0,0,0,0,0,2
4.92,0.112,0.002,0.2,0.0,0,0,0,0,2
4.96,0.114,0.002,0.2,0.0,0,0,0,0,2
4.99,0.116,0.002,0.2,0.0,0,0,0,0,2
5.02,0.118,0.002,0.2,0.0,0,0,0,0,2
5.05,0.12,0.002,0.2,0.0,0,0,0,0,2
5.08,0.122,0.001,0.2,0.0,0,0,0,0,2
5.11,0.124,0.001,0.2,0.0,0,0,0,0,2
5.15,0.126,0.001,0.2,0.0,0,0,0,0,2
5.18,0.128,0.001,0.2,0.0,0,0,0,0,2
5.21,0.13,0.001,0.2,0.0,0,0,0,0,2
5.25,0.132,0.001,0.2,0.0,0,0,0,0,2
5.28,0.134,0.001,0.2,0.0,0,0,0,0,2
5.31,0.136,0.001,0.2,0.0,0,0,0,0,2
5.34,0.137,0.001,0.2,0.0,0,0,0,0,2
5.37,0.139,0.001,0.2,0.0,0,0,0,0,2
5.41,0.141,0.001,0.2,0.0,0,0,0,0,2
5.44,0.143,0.001,0.2,0.0,0,0,0,0,2
5.47,0.145,0.001,0.2,0.0,0,0,0,0,2
5.5,0.147,0.001,0.2,0.0,0,0,0,0,2
5.54,0.149,0.001,0.2,0.0,0,0,0,0,2
5.61,0.153,0.001,0.3,0.0,0,0,0,0,3
5.64,0.155,0.001,0.3,0.0,0,0,0,0,3
5.67,0.157,0.001,0.3,0.0,0,0,0,0,3
5.7,0.158,0.001,0.3,0.0,0,0,0,0,3
5.73,0.16,0.001,0.3,0.0,0,0,0,0,3
5.76,0.162,0.001,0.3,0.0,0,0,0,0,3
5.8,0.164,0.001,0.3,0.0,0,0,0,0,3
5.83,0.166,0.001,0.3,0.0,0,0,0,0,3
5.86,0.168,0.001,0.3,0.0,0,0,0,0,3
5.9,0.17,0.001,0.3,0.0,0,0,0,0,3
5.93,0.172,0.001,0.3,0.0,0,0,0,0,3
5.96,0.174,0.001,0.3,0.0,0,0,0,0,3
5.99,0.176,0.001,0.3,0.0,0,0,0,0,3
6.03,0.178,0.001,0.3,0.0,0,0,0,0,3
6.06,0.179,0.001,0.3,0.0,0,0,0,0,3
6.09,0.181,0.001,0.3,0.0,0,0,0,0,3
6.13,0.183,0.0,0.3,0.0,0,0,0,0,3
6.16,0.185,0.0,0.3,0.0,0,0,0,0,3
6.19,0.187,0.0,0.3,0.0,0,0,0,0,3
6.22,0.189,0.0,0.3,0.0,0,0,0,0,3
6.25,0.191,0.0,0.3,0.0,0,0,0,0,3
6.29,0.193,0.0,0.3,0.0,0,0,0,0,3
6.32,0.195,0.0,0.3,0.0,0,0,0,0,3
6.35,0.197,0.0,0.3,0.0,0,0,0,0,3
6.38,0.198,0.0,0.3,0.0,0,0,0,0,3
6.42,0.2,0.0,0.3,0.0,0,0,0,0,3
6.45,0.202,0.0,0.3,0.0,0,0,0,0,3
6.48,0.204,0.0,0.3,0.0,0,0,0,0,3
6.51,0.206,0.0,0.3,0.0,0,0,0,0,3
6.54,0.208,0.0,0.3,0.0,0,0,0,0,3
6.58,0.21,0.0,0.3,0.0,0,0,0,0,3
6.61,0.212,0.0,0.3,0.0,0,0,0,0,3
6.64,0.214,0.0,0.3,0.0,0,0,0,0,3
6.68,0.216,0.0,0.3,0.0,0,0,0,0,3
6.71,0.218,0.0,0.3,0.0,0,0,0,0,3
6.74,0.22,0.0,0.3,0.0,0,0,0,0,3
6.77,0.222,0.0,0.3,0.0,0,0,0,0,3
6.8,0.223,0.0,0.3,0.0,0,0,0,0,3
6.84,0.225,0.0,0.3,0.0,0,0,0,0,3
6.87,0.227,0.0,0.3,0.0,0,0,0,0,3
6.9,0.229,0.0,0.3,0.0,0,0,0,0,3
6.94,0.231,0.0,0.3,0.0,0,0,0,0,3
6.97,0.233,0.0,0.3,0.0,0,0,0,0,3
7.0,0.235,0.0,0.3,0.0,0,0,0,0,3
7.03,0.237,0.0,0.3,0.0,0,0,0,0,3
7.07,0.239,0.0,0.3,0.0,0,0,0,0,3
7.1,0.241,0.0,0.3,0.0,0,0,0,0,3
7.13,0.243,0.0,0.3,0.0,0,0,0,0,3
7.16,0.244,0.0,0.3,0.0,0,0,0,0,3
7.2,0.246,0.0,0.3,0.0,0,0,0,0,3
7.23,0.248,0.0,0.3,0.0,0,0,0,0,3
7.29,0.252,0.0,0.4,0.0,0,0,0,0,4
7.32,0.254,0.0,0.4,0.0,0,0,0,0,4
7.36,0.256,0.0,0.4,0.0,0,0,0,0,4
7.39,0.258,-0.0,0.4,0.0,0,0,0,0,4
7.42,0.26,-0.0,0.4,0.0,0,0,0,0,4
7.46,0.262,-0.0,0.4,0.0,0,0,0,0,4
7.49,0.264,-0.0,0.4,0.0,0,0,0,0,4
7.52,0.266,-0.0,0.4,0.0,0,0,0,0,4
7.55,0.268,-0.0,0.4,0.0,0,0,0,0,4
7.59,0.269,-0.0,0.4,0.0,0,0,0,0,4
7.62,0.271,-0.0,0.4,0.0,0,0,0,0,4
7.65,0.273,-0.0,0.4,0.0,0,0,0,0,4
7.68,0.275,-0.0,0.4,0.0,0,0,0,0,4
7.72,0.277,-0.0,0.4,0.0,0,0,0,0,4
7.75,0.279,-0.0,0.4,0.0,0,0,0,0,4
7.78,0.281,-0.0,0.4,0.0,0,0,0,0,4
7.81,0.283,-0.0,0.4,0.0,0,0,0,0,4
7.84,0.285,-0.0,0.4,0.0,0,0,0,0,4
7.87,0.287,-0.0,0.4,0.0,0,0,0,0,4
7.9,0.289,-0.0,0.4,0.0,0,0,0,0,4
7.94,0.29,-0.0,0.4,0.0,0,0,0,0,4
7.97,0.292,-0.0,0.4,0.0,0,0,0,0,4
8.0,0.294,-0.0,0.4,0.0,0,0,0,0,4
8.04,0.296,-0.0,0.4,0.0,0,0,0,0,4
8.07,0.298,-0.0,0.4,0.0,0,0,0,0,4
8.1,0.3,-0.0,0.4,0.0,0,0,0,0,4
8.14,0.302,-0.0,0.4,0.0,0,0,0,0,4
8.17,0.304,-0.0,0.4,0.0,0,0,0,0,4
8.2,0.306,-0.0,0.4,0.0,0,0,0,0,4
8.23,0.308,-0.0,0.4,0.0,0,0,0,0,4
8.26,0.31,-0.0,0.4,0.0,0,0,0,0,4
8.3,0.312,-0.0,0.4,0.0,0,0,0,0,4
8.33,0.314,-0.0,0.4,0.0,0,0,0,0,4
8.36,0.315,-0.0,0.4,0.0,0,0,0,0,4
8.39,0.317,-0.0,0.4,0.0,0,0,0,0,4
8.43,0.319,-0.0,0.4,0.0,0,0,0,0,4
8.46,0.321,-0.0,0.4,0.0,0,0,0,0,4
8.49,0.323,-0.0,0.4,0.0,0,0,0,0,4
8.53,0.325,-0.0,0.4,0.0,0,0,0,0,4
8.56,0.327,-0.0,0.4,0.0,0,0,0,0,4
8.59,0.329,-0.0,0.4,0.0,0,0,0,0,4
8.62,0.331,-0.0,0.4,0.0,0,0,0,0,4
8.65,0.333,-0.0,0.4,0.0,0,0,0,0,4
8.69,0.335,-0.0,0.4,0.0,0,0,0,0,4
8.72,0.336,-0.0,0.4,0.0,0,0,0,0,4
8.75,0.338,-0.0,0.4,0.0,0,0,0,0,4
8.78,0.34,-0.0,0.4,0.0,0,0,0,0,4
8.81,0.342,-0.0,0.4,0.0,0,0,0,0,4
8.85,0.344,-0.0,0.4,0.0,0,0,0,0,4
8.88,0.346,-0.0,0.4,0.0,0,0,0,0,4
8.91,0.348,-0.0,0.4,0.0,0,0,0,0,4
8.95,0.35,-0.0,0.4,0.0,0,0,0,0,4
9.01,0.354,-0.0,0.5,0.0,0,0,0,0,5
9.05,0.356,-0.0,0.5,0.0,0,0,0,0,5
9.08,0.358,-0.0,0.5,0.0,0,0,0,0,5
9.11,0.36,-0.0,0.5,0.0,0,0,0,0,5
9.14,0.362,-0.0,0.5,0.0,0,0,0,0,5
9.17,0.363,-0.0,0.5,0.0,0,0,0,0,5
9.21,0.365,-0.0,0.5,0.0,0,0,0,0,5
9.24,0.367,-0.0,0.5,0.0,0,0,0,0,5
9.28,0.369,-0.0,0.5,0.0,0,0,0,0,5
9.31,0.371,-0.0,0.5,0.0,0,0,0,0,5
9.34,0.373,-0.0,0.5,0.0,0,0,0,0,5
9.37,0.375,-0.0,0.5,0.0,0,0,0,0,5
9.4,0.377,-0.0,0.5,0.0,0,0,0,0,5
9.43,0.379,-0.0,0.5,0.0,0,0,0,0,5
9.46,0.381,-0.0,0.5,0.0,0,0,0,0,5
9.5,0.383,-0.0,0.5,0.0,0,0,0,0,5
9.53,0.384,-0.0,0.5,0.0,0,0,0,0,5
9.56,0.386,-0.0,0.5,0.0,0,0,0,0,5
9.6,0.388,-0.0,0.5,0.0,0,0,0,0,5
9.63,0.39,-0.0,0.5,0.0,0,0,0,0,5
9.66,0.392,-0.0,0.5,0.0,0,0,0,0,5
9.69,0.394,-0.0,0.5,0.0,0,0,0,0,5
9.72,0.396,-0.0,0.5,0.0,0,0,0,0,5
9.76,0.398,-0.0,0.5,0.0,0,0,0,0,5
9.79,0.4,-0.0,0.5,0.0,0,0,0,0,5
9.83,0.402,-0.0,0.5,0.0,0,0,0,0,5
9.86,0.404,-0.0,0.5,0.0,0,0,0,0,5
9.89,0.406,-0.0,0.5,0.0,0,0,0,0,5
9.92,0.408,-0.0,0.5,0.0,0,0,0,0,5
9.95,0.409,-0.0,0.5,0.0,0,1,1,0,5
9.99,0.411,-0.0,0.5,0.0,0,1,1,0,5
10.02,0.413,-0.0,0.5,0.0,0,1,1,0,5
10.05,0.415,-0.0,0.5,0.0,0,1,1,0,5
10.08,0.417,-0.0,0.5,0.0,0,1,1,0,5
10.12,0.419,-0.0,0.5,0.0,0,1,1,0,5
10.15,0.42,-0.0,0.5,0.0,0,1,1,0,5
10.18,0.422,-0.0,0.5,0.0,0,1,1,0,5
10.21,0.423,-0.0,0.5,0.0,0,1,1,0,5
10.24,0.425,-0.0,0.5,0.0,0,1,1,0,5
10.28,0.426,-0.0,0.5,0.0,0,1,1,0,5
10.31,0.428,-0.0,0.5,0.0,0,1,1,0,5
10.34,0.429,-0.0,0.5,0.0,0,1,1,0,5
10.38,0.431,-0.0,0.5,0.0,0,1,1,0,5
10.41,0.432,-0.0,0.5,0.0,0,1,1,0,5
10.44,0.433,-0.0,0.5,0.0,0,1,1,0,5
10.47,0.435,-0.0,0.5,0.0,0,1,1,0,5
10.5,0.436,-0.0,0.5,0.0,0,1,1,0,5
10.54,0.437,-0.0,0.5,0.0,0,1,1,0,5
10.57,0.438,-0.0,0.5,0.0,0,1,1,0,5
10.93,0.439,-0.0,0.5,0.0,1,1,1,0,4
11.35,0.451,-0.0,0.6,0.0,1,1,1,0,4
11.71,0.454,0.0,0.4,0.0,1,1,1,0,16
12.07,0.454,0.001,0.5,0.1,1,1,1,0,17
12.42,0.454,0.003,0.4,0.1,1,1,1,0,3
12.78,0.455,0.003,0.3,0.0,1,1,1,0,15
13.14,0.454,0.002,0.6,0.1,1,1,1,0,18
13.49,0.454,0.0,0.3,0.1,1,1,1,0,27
13.85,0.455,0.0,0.5,0.2,1,1,1,0,26
14.21,0.456,-0.001,0.4,0.2,1,1,1,0,7
14.57,0.455,-0.003,0.7,0.0,1,1,1,0,28
14.93,0.455,-0.005,0.6,0.2,1,1,1,0,2
15.28,0.455,-0.008,0.2,0.0,1,1,1,0,25
15.31,0.455,-0.01,0.3,0.2,1,0,0,0,25
15.34,0.455,-0.011,0.3,0.2,1,0,0,0,25
15.38,0.455,-0.011,0.3,0.2,1,0,0,0,25
15.41,0.455,-0.011,0.3,0.2,1,0,0,0,25
15.44,0.455,-0.011,0.3,0.2,1,0,0,0,25
15.47,0.455,-0.012,0.3,0.2,1,0,0,0,25
15.5,0.455,-0.012,0.3,0.2,1,0,0,0,25
15.54,0.455,-0.012,0.3,0.2,1,0,0,0,25
15.57,0.455,-0.013,0.3,0.2,1,0,0,0,25
15.6,0.455,-0.013,0.3,0.2,1,0,0,0,25
15.64,0.455,-0.014,0.3,0.2,1,0,0,0,25
15.67,0.455,-0.014,0.3,0.2,1,0,0,0,25
15.7,0.455,-0.014,0.3,0.2,1,0,0,0,25
15.74,0.455,-0.015,0.3,0.2,1,0,0,0,25
15.77,0.455,-0.015,0.3,0.2,1,0,0,0,25
15.8,0.455,-0.016,0.3,0.2,1,0,0,0,25
15.83,0.455,-0.016,0.3,0.2,1,0,0,0,25
15.87,0.455,-0.017,0.3,0.2,1,0,0,0,25
15.9,0.456,-0.017,0.3,0.2,1,0,0,0,25
15.93,0.456,-0.018,0.3,0.2,1,0,0,0,25
15.96,0.456,-0.018,0.3,0.2,1,0,0,0,25
16.0,0.456,-0.019,0.3,0.2,1,0,0,0,25
16.03,0.456,-0.019,0.3,0.2,1,0,0,0,25
16.06,0.456,-0.02,0.3,0.2,1,0,0,0,25
16.09,0.456,-0.02,0.3,0.2,1,0,0,0,25
16.13,0.456,-0.021,0.3,0.2,1,0,0,0,25
16.16,0.456,-0.021,0.3,0.2,1,0,0,0,25
16.19,0.456,-0.022,0.3,0.2,1,0,0,0,25
16.22,0.456,-0.022,0.3,0.2,1,0,0,0,25
16.26,0.456,-0.023,0.3,0.2,1,0,0,0,25
16.29,0.456,-0.023,0.3,0.2,1,0,0,0,25
16.32,0.456,-0.023,0.3,0.2,1,0,0,0,25
16.35,0.456,-0.024,0.3,0.2,1,0,0,0,25
16.39,0.456,-0.024,0.3,0.2,1,0,0,0,25
16.42,0.456,-0.025,0.3,0.2,1,0,0,0,25
16.45,0.456,-0.025,0.3,0.2,1,0,0,0,25
16.49,0.456,-0.026,0.3,0.2,1,0,0,0,25
16.52,0.457,-0.026,0.3,0.2,1,0,0,0,25
16.55,0.457,-0.027,0.3,0.2,1,0,0,0,25
16.58,0.457,-0.027,0.3,0.2,1,0,0,0,25
16.61,0.457,-0.028,0.3,0.2,1,0,0,0,25
16.64,0.457,-0.028,0.3,0.2,1,0,0,0,25
16.68,0.457,-0.029,0.3,0.2,1,0,0,0,25
16.71,0.457,-0.029,0.3,0.2,1,0,0,0,25
16.74,0.457,-0.03,0.3,0.2,1,0,0,0,25
16.78,0.457,-0.03,0.3,0.2,1,0,0,0,25
16.81,0.457,-0.031,0.3,0.2,1,0,0,0,25
16.84,0.457,-0.031,0.3,0.2,1,0,0,0,25
16.87,0.458,-0.032,0.3,0.2,1,0,0,0,25
16.9,0.458,-0.032,0.3,0.2,1,0,0,0,25
16.94,0.458,-0.032,0.3,0.2,1,0,0,0,25
16.97,0.458,-0.033,0.3,0.2,1,0,0,0,25
17.0,0.458,-0.033,0.3,0.2,1,0,0,0,25
17.04,0.458,-0.034,0.3,0.2,1,0,0,0,25
17.07,0.458,-0.034,0.3,0.2,1,0,0,0,25
17.1,0.458,-0.035,0.3,0.2,1,0,0,0,25
17.13,0.459,-0.035,0.3,0.2,1,0,0,0,25
17.16,0.459,-0.036,0.3,0.2,1,0,0,0,25
17.2,0.459,-0.036,0.3,0.2,1,0,0,0,25
17.23,0.459,-0.037,0.3,0.2,1,0,0,0,25
17.26,0.459,-0.037,0.3,0.2,1,0,0,0,25
17.3,0.459,-0.038,0.3,0.2,1,0,0,0,25
17.33,0.459,-0.038,0.3,0.2,1,0,0,0,25
17.36,0.46,-0.039,0.3,0.2,1,0,0,0,25
17.39,0.46,-0.039,0.3,0.2,1,0,0,0,25
17.42,0.46,-0.04,0.3,0.2,1,0,0,0,25
17.46,0.46,-0.04,0.3,0.2,1,0,0,0,25
17.49,0.46,-0.041,0.3,0.2,1,0,0,0,25
17.52,0.46,-0.041,0.3,0.2,1,0,0,0,25
17.56,0.461,-0.041,0.3,0.2,1,0,0,0,25
17.59,0.461,-0.042,0.3,0.2,1,0,0,0,25
17.62,0.461,-0.042,0.3,0.2,1,0,0,0,25
17.65,0.461,-0.043,0.3,0.2,1,0,0,0,25
17.69,0.461,-0.043,0.3,0.2,1,0,0,0,25
17.72,0.461,-0.044,0.3,0.2,1,0,0,0,25
17.75,0.462,-0.044,0.3,0.2,1,0,0,0,25
17.79,0.462,-0.045,0.3,0.2,1,0,0,0,25
17.82,0.462,-0.045,0.3,0.2,1,0,0,0,25
17.85,0.462,-0.046,0.3,0.2,1,0,0,0,25
17.88,0.462,-0.046,0.3,0.2,1,0,0,0,25
17.92,0.463,-0.047,0.3,0.2,1,0,0,0,25
17.95,0.463,-0.047,0.3,0.2,1,0,0,0,25
17.99,0.463,-0.048,0.3,0.2,1,0,0,0,25
18.02,0.463,-0.048,0.3,0.2,1,0,0,0,25
18.05,0.463,-0.049,0.3,0.2,1,0,0,0,25
18.08,0.464,-0.049,0.3,0.2,1,0,0,0,25
18.11,0.464,-0.05,0.3,0.2,1,0,0,0,25
18.14,0.464,-0.05,0.3,0.2,1,0,0,0,25
18.18,0.464,-0.05,0.3,0.2,1,0,0,0,25
18.21,0.465,-0.051,0.3,0.2,1,0,0,0,25
18.24,0.465,-0.051,0.3,0.2,1,0,0,0,25
18.28,0.465,-0.052,0.3,0.2,1,0,0,0,25
18.31,0.465,-0.052,0.3,0.2,1,0,0,0,25
18.34,0.466,-0.053,0.3,0.2,1,0,0,0,25
18.37,0.466,-0.053,0.3,0.2,1,0,0,0,25
18.4,0.466,-0.054,0.3,0.2,1,0,0,0,25
18.44,0.466,-0.054,0.3,0.2,1,0,0,0,25
18.47,0.467,-0.055,0.3,0.2,1,0,0,0,25
18.5,0.467,-0.055,0.3,0.2,1,0,0,0,25
18.54,0.467,-0.056,0.3,0.2,1,0,0,0,25
18.57,0.467,-0.056,0.3,0.2,1,0,0,0,25
18.6,0.468,-0.057,0.3,0.2,1,0,0,0,25
18.63,0.468,-0.057,0.3,0.2,1,0,0,0,25
18.66,0.468,-0.058,0.3,0.2,1,0,0,0,25
18.7,0.469,-0.058,0.3,0.2,1,0,0,0,25
18.73,0.469,-0.059,0.3,0.2,1,0,0,0,25
18.76,0.469,-0.059,0.3,0.2,1,0,0,0,25
18.8,0.47,-0.059,0.3,0.2,1,0,0,0,25
18.83,0.47,-0.06,0.3,0.2,1,0,0,0,25
18.86,0.47,-0.06,0.3,0.2,1,0,0,0,25
18.89,0.47,-0.061,0.3,0.2,1,0,0,0,25
18.92,0.471,-0.061,0.3,0.2,1,0,0,0,25
18.96,0.471,-0.062,0.3,0.2,1,0,0,0,25
18.99,0.471,-0.062,0.3,0.2,1,0,0,0,25
19.02,0.472,-0.063,0.3,0.2,1,0,0,0,25
19.06,0.472,-0.063,0.3,0.2,1,0,0,0,25
19.09,0.473,-0.064,0.3,0.2,1,0,0,0,25
19.12,0.473,-0.064,0.3,0.2,1,0,0,0,25
19.15,0.473,-0.065,0.3,0.2,1,0,0,0,25
19.18,0.474,-0.065,0.3,0.2,1,0,0,0,25
19.21,0.474,-0.066,0.3,0.2,1,0,0,0,25
19.24,0.474,-0.066,0.3,0.2,1,0,0,0,25
19.28,0.474,-0.067,0.3,0.2,1,0,0,0,25
19.31,0.475,-0.067,0.3,0.2,1,0,0,0,25
